24 299
0 1 257
0 2 187
0 3 91
0 4 150
0 5 80
0 6 130
0 7 134
0 8 243
0 9 185
0 10 214
0 11 70
0 12 272
0 13 219
0 14 293
0 15 54
0 16 211
0 17 290
0 18 268
0 19 261
0 20 175
0 21 250
0 22 192
0 23 121
1 2 196
1 3 228
1 4 112
1 5 196
1 6 167
1 7 154
1 8 209
1 9 86
1 10 223
1 11 191
1 12 180
1 13 83
1 14 50
1 15 219
1 16 74
1 17 139
1 18 53
1 19 43
1 20 128
1 21 99
1 22 228
1 23 142
2 3 158
2 4 96
2 5 88
2 6 59
2 7 63
2 8 286
2 9 124
2 10 49
2 11 121
2 12 315
2 13 172
2 14 232
2 15 92
2 16 81
2 17 98
2 18 138
2 19 200
2 20 76
2 21 89
2 22 235
2 23 99
3 4 120
3 5 77
3 6 101
3 7 105
3 8 159
3 9 156
3 10 185
3 11 27
3 12 188
3 13 149
3 14 264
3 15 82
3 16 182
3 17 261
3 18 239
3 19 232
3 20 146
3 21 221
3 22 108
3 23 84
4 5 63
4 6 56
4 7 34
4 8 190
4 9 40
4 10 123
4 11 83
4 12 193
4 13 79
4 14 148
4 15 119
4 16 105
4 17 144
4 18 123
4 19 98
4 20 32
4 21 105
4 22 119
4 23 35
5 6 25
5 7 29
5 8 216
5 9 124
5 10 115
5 11 47
5 12 245
5 13 139
5 14 232
5 15 31
5 16 150
5 17 176
5 18 207
5 19 200
5 20 76
5 21 189
5 22 165
5 23 29
6 7 22
6 8 229
6 9 95
6 10 86
6 11 64
6 12 258
6 13 134
6 14 203
6 15 43
6 16 121
6 17 164
6 18 178
6 19 171
6 20 47
6 21 160
6 22 178
6 23 42
7 8 225
7 9 82
7 10 90
7 11 68
7 12 228
7 13 112
7 14 190
7 15 58
7 16 108
7 17 136
7 18 165
7 19 131
7 20 30
7 21 147
7 22 154
7 23 36
8 9 207
8 10 313
8 11 173
8 12 29
8 13 126
8 14 248
8 15 238
8 16 310
8 17 389
8 18 367
8 19 166
8 20 222
8 21 349
8 22 71
8 23 220
9 10 151
9 11 119
9 12 159
9 13 62
9 14 122
9 15 147
9 16 37
9 17 116
9 18 86
9 19 90
9 20 56
9 21 76
9 22 136
9 23 70
10 11 148
10 12 342
10 13 199
10 14 259
10 15 84
10 16 160
10 17 147
10 18 187
10 19 227
10 20 103
10 21 138
10 22 262
10 23 126
11 12 209
11 13 153
11 14 227
11 15 53
11 16 145
11 17 224
11 18 202
11 19 195
11 20 109
11 21 184
11 22 110
11 23 55
12 13 97
12 14 219
12 15 267
12 16 196
12 17 275
12 18 227
12 19 137
12 20 225
12 21 235
12 22 74
12 23 249
13 14 134
13 15 170
13 16 99
13 17 178
13 18 130
13 19 69
13 20 104
13 21 138
13 22 96
13 23 104
14 15 255
14 16 125
14 17 154
14 18 68
14 19 82
14 20 164
14 21 114
14 22 264
14 23 178
15 16 173
15 17 190
15 18 230
15 19 223
15 20 99
15 21 212
15 22 187
15 23 60
16 17 79
16 18 57
16 19 90
16 20 57
16 21 39
16 22 182
16 23 96
17 18 86
17 19 176
17 20 112
17 21 40
17 22 261
17 23 175
18 19 90
18 20 114
18 21 46
18 22 239
18 23 153
19 20 134
19 21 136
19 22 165
19 23 146
20 21 96
20 22 151
20 23 47
21 22 221
21 23 135
22 23 169
