instancia,metodo,tiempo,tamaño,costo,tipo_memoria,iteraciones,T
tsp225,BL-Tabu,225.155,225,5325,aristas,60000,9
u159,BL-Tabu,104.842,159,54142,aristas,60000,9
ulysses16,BL-Tabu,1.47162,16,8140,aristas,60000,9
ulysses22,BL-Tabu,2.57127,22,8410,aristas,60000,9
gr17,BL-Tabu,1.57543,17,2673,aristas,70000,9
a280,BL-Tabu,368.28,280,3493,aristas,70000,9
att48,BL-Tabu,10.3262,48,13929,aristas,70000,9
bayg29,BL-Tabu,4.35317,29,2206,aristas,70000,9
bays29,BL-Tabu,4.8838,29,2690,aristas,70000,9
berlin52,BL-Tabu,12.3651,52,10550,aristas,70000,9
bier127,BL-Tabu,85.0616,127,155569,aristas,70000,9
brazil58,BL-Tabu,15.377,58,30367,aristas,70000,9
brg180,BL-Tabu,180.562,180,120780,aristas,70000,9
burma14,BL-Tabu,0.873833,14,4137,aristas,70000,9
ch130,BL-Tabu,85.5747,130,8280,aristas,70000,9
ch150,BL-Tabu,111.565,150,9320,aristas,70000,9
d198,BL-Tabu,219.252,198,19348,aristas,70000,9
d493,BL-Tabu,1137.41,493,45335,aristas,70000,9
dantzig42,BL-Tabu,9.48441,42,920,aristas,70000,9
eil51,BL-Tabu,11.8887,51,606,aristas,70000,9
eil76,BL-Tabu,21.7412,76,732,aristas,70000,9
fl417,BL-Tabu,802.509,417,16017,aristas,70000,9
fri26,BL-Tabu,2.9184,26,1137,aristas,70000,9
gil262,BL-Tabu,337.464,262,3266,aristas,70000,9
gr120,BL-Tabu,62.7839,120,9920,aristas,70000,9
gr137,BL-Tabu,95.2049,137,94633,aristas,70000,9
gr17,BL-Tabu,1.64773,17,2673,aristas,70000,9
gr202,BL-Tabu,208.576,202,52616,aristas,70000,9
gr21,BL-Tabu,2.62345,21,3747,aristas,70000,9
gr229,BL-Tabu,268.204,229,179391,aristas,70000,9
gr24,BL-Tabu,3.11883,24,1643,aristas,70000,9
gr431,BL-Tabu,935.026,431,228527,aristas,70000,9
gr48,BL-Tabu,9.5479,48,7188,aristas,70000,9
gr96,BL-Tabu,38.9068,96,75251,aristas,70000,9
hk48,BL-Tabu,7.72853,48,14964,aristas,70000,9
kroA100,BL-Tabu,38.7007,100,30517,aristas,70000,9
kroA150,BL-Tabu,96.4253,150,38780,aristas,70000,9
kroA200,BL-Tabu,198.73,200,40235,aristas,70000,9
kroB100,BL-Tabu,38.1643,100,28808,aristas,70000,9
kroB150,BL-Tabu,117.75,150,35340,aristas,70000,9
kroB200,BL-Tabu,186.752,200,40616,aristas,70000,9
kroC100,BL-Tabu,42.4944,100,27637,aristas,70000,9
kroD100,BL-Tabu,53.0709,100,28600,aristas,70000,9
kroE100,BL-Tabu,51.6509,100,30967,aristas,70000,9
lin105,BL-Tabu,61.7085,105,21177,aristas,70000,9
lin318,BL-Tabu,507.436,318,60985,aristas,70000,9
linhp318,BL-Tabu,480.027,318,60985,aristas,70000,9
pcb442,BL-Tabu,969.039,442,71278,aristas,70000,9
pr107,BL-Tabu,43.158,107,56112,aristas,70000,9
pr124,BL-Tabu,70.2147,124,82762,aristas,70000,9
pr136,BL-Tabu,94.746,136,146990,aristas,70000,9
pr144,BL-Tabu,129.767,144,78643,aristas,70000,9
pr152,BL-Tabu,111.222,152,90293,aristas,70000,9
pr226,BL-Tabu,288.988,226,114969,aristas,70000,9
pr264,BL-Tabu,369.273,264,66474,aristas,70000,9
pr299,BL-Tabu,491.715,299,66919,aristas,70000,9
pr439,BL-Tabu,947.099,439,144168,aristas,70000,9
pr76,BL-Tabu,23.2593,76,147714,aristas,70000,9
rat195,BL-Tabu,204.286,195,3279,aristas,70000,9
rat99,BL-Tabu,46.3567,99,1636,aristas,70000,9
rd100,BL-Tabu,49.1262,100,10476,aristas,70000,9
rd400,BL-Tabu,810.538,400,21106,aristas,70000,9
si175,BL-Tabu,125.803,175,22993,aristas,70000,9
st70,BL-Tabu,20.2497,70,875,aristas,70000,9
swiss42,BL-Tabu,6.66183,42,1700,aristas,70000,9
ts225,BL-Tabu,276.154,225,188044,aristas,70000,9
tsp225,BL-Tabu,260.939,225,5325,aristas,70000,9
u159,BL-Tabu,127.981,159,54142,aristas,70000,9
ulysses16,BL-Tabu,1.20053,16,8140,aristas,70000,9
ulysses22,BL-Tabu,1.99708,22,8410,aristas,70000,9
gr17,BL-Tabu,1.54097,17,2673,aristas,80000,9
a280,BL-Tabu,342.755,280,3493,aristas,80000,9
att48,BL-Tabu,9.44353,48,13929,aristas,80000,9
bayg29,BL-Tabu,3.89191,29,2206,aristas,80000,9
bays29,BL-Tabu,4.31889,29,2690,aristas,80000,9
berlin52,BL-Tabu,14.1063,52,10550,aristas,80000,9
bier127,BL-Tabu,72.9052,127,155569,aristas,80000,9
brazil58,BL-Tabu,14.9894,58,30367,aristas,80000,9
brg180,BL-Tabu,190.541,180,120780,aristas,80000,9
burma14,BL-Tabu,1.02033,14,4137,aristas,80000,9
ch130,BL-Tabu,74.1253,130,8280,aristas,80000,9
ch150,BL-Tabu,116.134,150,9320,aristas,80000,9
d198,BL-Tabu,214.97,198,19348,aristas,80000,9
d493,BL-Tabu,1145.17,493,45335,aristas,80000,9
dantzig42,BL-Tabu,8.7994,42,920,aristas,80000,9
eil51,BL-Tabu,10.8255,51,606,aristas,80000,9
eil76,BL-Tabu,20.3887,76,732,aristas,80000,9
fl417,BL-Tabu,829.329,417,16017,aristas,80000,9
fri26,BL-Tabu,2.93077,26,1137,aristas,80000,9
gil262,BL-Tabu,328.944,262,3266,aristas,80000,9
gr120,BL-Tabu,50.0394,120,9920,aristas,80000,9
gr137,BL-Tabu,88.3672,137,94633,aristas,80000,9
gr17,BL-Tabu,1.60153,17,2673,aristas,80000,9
gr202,BL-Tabu,189.799,202,52616,aristas,80000,9
gr21,BL-Tabu,2.6299,21,3747,aristas,80000,9
gr229,BL-Tabu,262.616,229,179391,aristas,80000,9
gr24,BL-Tabu,3.14251,24,1643,aristas,80000,9
gr431,BL-Tabu,976.274,431,228527,aristas,80000,9
gr48,BL-Tabu,9.60067,48,7188,aristas,80000,9
gr96,BL-Tabu,34.4593,96,75251,aristas,80000,9
hk48,BL-Tabu,9.18684,48,14964,aristas,80000,9
kroA100,BL-Tabu,37.555,100,30517,aristas,80000,9
kroA150,BL-Tabu,112.548,150,38780,aristas,80000,9
kroA200,BL-Tabu,204.177,200,40235,aristas,80000,9
kroB100,BL-Tabu,48.5952,100,28808,aristas,80000,9
kroB150,BL-Tabu,85.3726,150,35340,aristas,80000,9
kroB200,BL-Tabu,171.091,200,40616,aristas,80000,9
kroC100,BL-Tabu,53.8106,100,27637,aristas,80000,9
kroD100,BL-Tabu,53.7403,100,28600,aristas,80000,9
kroE100,BL-Tabu,44.2921,100,30967,aristas,80000,9
lin105,BL-Tabu,45.2071,105,21177,aristas,80000,9
lin318,BL-Tabu,509.709,318,60985,aristas,80000,9
linhp318,BL-Tabu,516.283,318,60985,aristas,80000,9
pcb442,BL-Tabu,1040.21,442,71278,aristas,80000,9
pr107,BL-Tabu,49.0122,107,56112,aristas,80000,9
pr124,BL-Tabu,55.295,124,82762,aristas,80000,9
pr136,BL-Tabu,85.7378,136,146990,aristas,80000,9
pr144,BL-Tabu,135.145,144,78643,aristas,80000,9
pr152,BL-Tabu,92.0323,152,90293,aristas,80000,9
pr226,BL-Tabu,289.33,226,114969,aristas,80000,9
pr264,BL-Tabu,360.876,264,66474,aristas,80000,9
pr299,BL-Tabu,450.58,299,66919,aristas,80000,9
pr439,BL-Tabu,962.909,439,144168,aristas,80000,9
pr76,BL-Tabu,27.3824,76,147714,aristas,80000,9
rat195,BL-Tabu,197.395,195,3279,aristas,80000,9
rat99,BL-Tabu,35.1011,99,1636,aristas,80000,9
rd100,BL-Tabu,38.1325,100,10476,aristas,80000,9
rd400,BL-Tabu,788.07,400,21106,aristas,80000,9
si175,BL-Tabu,125.527,175,22993,aristas,80000,9
st70,BL-Tabu,19.6207,70,875,aristas,80000,9
swiss42,BL-Tabu,8.62563,42,1700,aristas,80000,9
ts225,BL-Tabu,262.119,225,188044,aristas,80000,9
tsp225,BL-Tabu,203.555,225,5325,aristas,80000,9
u159,BL-Tabu,104.615,159,54142,aristas,80000,9
ulysses16,BL-Tabu,1.45983,16,8140,aristas,80000,9
ulysses22,BL-Tabu,2.31702,22,8410,aristas,80000,9
gr17,BL-Tabu,1.64922,17,2673,aristas,90000,9
a280,BL-Tabu,345.642,280,3493,aristas,90000,9
att48,BL-Tabu,8.68316,48,13929,aristas,90000,9
bayg29,BL-Tabu,3.35189,29,2206,aristas,90000,9
bays29,BL-Tabu,3.18235,29,2690,aristas,90000,9
berlin52,BL-Tabu,12.4135,52,10550,aristas,90000,9
bier127,BL-Tabu,73.7551,127,155569,aristas,90000,9
brazil58,BL-Tabu,14.8878,58,30367,aristas,90000,9
brg180,BL-Tabu,191.845,180,120780,aristas,90000,9
burma14,BL-Tabu,1.07947,14,4137,aristas,90000,9
ch130,BL-Tabu,73.8315,130,8280,aristas,90000,9
ch150,BL-Tabu,115.206,150,9320,aristas,90000,9
d198,BL-Tabu,195.834,198,19348,aristas,90000,9
d493,BL-Tabu,1137.78,493,45335,aristas,90000,9
dantzig42,BL-Tabu,9.04933,42,920,aristas,90000,9
eil51,BL-Tabu,11.8378,51,606,aristas,90000,9
eil76,BL-Tabu,20.2464,76,732,aristas,90000,9
fl417,BL-Tabu,843.532,417,16017,aristas,90000,9
fri26,BL-Tabu,3.59001,26,1137,aristas,90000,9
gil262,BL-Tabu,282.276,262,3266,aristas,90000,9
gr120,BL-Tabu,64.2956,120,9920,aristas,90000,9
gr137,BL-Tabu,106.506,137,94633,aristas,90000,9
gr17,BL-Tabu,1.54987,17,2673,aristas,90000,9
gr202,BL-Tabu,200.156,202,52616,aristas,90000,9
gr21,BL-Tabu,2.10533,21,3747,aristas,90000,9
gr229,BL-Tabu,265.445,229,179391,aristas,90000,9
gr24,BL-Tabu,3.05072,24,1643,aristas,90000,9
gr431,BL-Tabu,935.108,431,228527,aristas,90000,9
gr48,BL-Tabu,10.6429,48,7188,aristas,90000,9
gr96,BL-Tabu,32.6375,96,75251,aristas,90000,9
hk48,BL-Tabu,9.55325,48,14964,aristas,90000,9
kroA100,BL-Tabu,47.7892,100,30517,aristas,90000,9
kroA150,BL-Tabu,113.965,150,38780,aristas,90000,9
kroA200,BL-Tabu,208.793,200,40235,aristas,90000,9
kroB100,BL-Tabu,48.5418,100,28808,aristas,90000,9
kroB150,BL-Tabu,111.772,150,35340,aristas,90000,9
kroB200,BL-Tabu,202.359,200,40616,aristas,90000,9
kroC100,BL-Tabu,54.3049,100,27637,aristas,90000,9
kroD100,BL-Tabu,54.0917,100,28600,aristas,90000,9
kroE100,BL-Tabu,52.9314,100,30967,aristas,90000,9
lin105,BL-Tabu,45.1087,105,21177,aristas,90000,9
lin318,BL-Tabu,551.934,318,60985,aristas,90000,9
linhp318,BL-Tabu,507.722,318,60985,aristas,90000,9
pcb442,BL-Tabu,1093.4,442,71278,aristas,90000,9
pr107,BL-Tabu,38.6716,107,56112,aristas,90000,9
pr124,BL-Tabu,54.7812,124,82762,aristas,90000,9
pr136,BL-Tabu,85.9215,136,146990,aristas,90000,9
pr144,BL-Tabu,134.764,144,78643,aristas,90000,9
pr152,BL-Tabu,116.961,152,90293,aristas,90000,9
pr226,BL-Tabu,271.725,226,114969,aristas,90000,9
pr264,BL-Tabu,350.44,264,66474,aristas,90000,9
pr299,BL-Tabu,489.867,299,66919,aristas,90000,9
pr439,BL-Tabu,964.742,439,144168,aristas,90000,9
pr76,BL-Tabu,22.1552,76,147714,aristas,90000,9
rat195,BL-Tabu,206.809,195,3279,aristas,90000,9
rat99,BL-Tabu,34.2546,99,1636,aristas,90000,9
rd100,BL-Tabu,37.7833,100,10476,aristas,90000,9
rd400,BL-Tabu,812.541,400,21106,aristas,90000,9
si175,BL-Tabu,124.413,175,22993,aristas,90000,9
st70,BL-Tabu,18.468,70,875,aristas,90000,9
swiss42,BL-Tabu,7.47414,42,1700,aristas,90000,9
ts225,BL-Tabu,275.395,225,188044,aristas,90000,9
tsp225,BL-Tabu,239.239,225,5325,aristas,90000,9
u159,BL-Tabu,127.199,159,54142,aristas,90000,9
ulysses16,BL-Tabu,1.06353,16,8140,aristas,90000,9
ulysses22,BL-Tabu,1.61599,22,8410,aristas,90000,9
gr17,BL-Tabu,2.12322,17,2673,aristas,10000,12
a280,BL-Tabu,503.2,280,3493,aristas,10000,12
att48,BL-Tabu,10.9417,48,13929,aristas,10000,12
bayg29,BL-Tabu,5.73413,29,2206,aristas,10000,12
bays29,BL-Tabu,5.30213,29,2690,aristas,10000,12
berlin52,BL-Tabu,14.9456,52,10550,aristas,10000,12
bier127,BL-Tabu,89.8959,127,155599,aristas,10000,12
brazil58,BL-Tabu,20.4795,58,30367,aristas,10000,12
brg180,BL-Tabu,241.464,180,120780,aristas,10000,12
burma14,BL-Tabu,1.77679,14,4137,aristas,10000,12
ch130,BL-Tabu,94.7323,130,8280,aristas,10000,12
ch150,BL-Tabu,135.467,150,9320,aristas,10000,12
d198,BL-Tabu,284.978,198,19348,aristas,10000,12
d493,BL-Tabu,1610.87,493,45335,aristas,10000,12
dantzig42,BL-Tabu,10.1362,42,920,aristas,10000,12
eil51,BL-Tabu,13.3262,51,606,aristas,10000,12
eil76,BL-Tabu,27.1281,76,732,aristas,10000,12
fl417,BL-Tabu,1032.14,417,16017,aristas,10000,12
fri26,BL-Tabu,3.85929,26,1137,aristas,10000,12
gil262,BL-Tabu,435.385,262,3266,aristas,10000,12
gr120,BL-Tabu,66.2452,120,9920,aristas,10000,12
gr137,BL-Tabu,107.827,137,94633,aristas,10000,12
gr17,BL-Tabu,2.92755,17,2673,aristas,10000,12
gr202,BL-Tabu,265.975,202,52616,aristas,10000,12
gr21,BL-Tabu,3.2594,21,3747,aristas,10000,12
gr229,BL-Tabu,340.671,229,179391,aristas,10000,12
gr24,BL-Tabu,3.85853,24,1801,aristas,10000,12
gr431,BL-Tabu,1196.08,431,228527,aristas,10000,12
gr48,BL-Tabu,11.7264,48,7188,aristas,10000,12
gr96,BL-Tabu,47.4639,96,75251,aristas,10000,12
hk48,BL-Tabu,13.2112,48,14964,aristas,10000,12
kroA100,BL-Tabu,47.7007,100,30517,aristas,10000,12
kroA150,BL-Tabu,113.623,150,38780,aristas,10000,12
kroA200,BL-Tabu,271.518,200,40235,aristas,10000,12
kroB100,BL-Tabu,49.4801,100,28808,aristas,10000,12
kroB150,BL-Tabu,131.268,150,35340,aristas,10000,12
kroB200,BL-Tabu,252.35,200,40616,aristas,10000,12
kroC100,BL-Tabu,79.7009,100,27637,aristas,10000,12
kroD100,BL-Tabu,58.2299,100,28600,aristas,10000,12
kroE100,BL-Tabu,67.3761,100,31068,aristas,10000,12
lin105,BL-Tabu,67.6141,105,22233,aristas,10000,12
lin318,BL-Tabu,694.386,318,60985,aristas,10000,12
linhp318,BL-Tabu,702.273,318,60985,aristas,10000,12
pcb442,BL-Tabu,1255.1,442,71278,aristas,10000,12
pr107,BL-Tabu,51.991,107,56112,aristas,10000,12
pr124,BL-Tabu,94.1722,124,82762,aristas,10000,12
pr136,BL-Tabu,107.506,136,146990,aristas,10000,12
pr144,BL-Tabu,178.021,144,78643,aristas,10000,12
pr152,BL-Tabu,172.258,152,90293,aristas,10000,12
pr226,BL-Tabu,342.815,226,114969,aristas,10000,12
pr264,BL-Tabu,467.204,264,66474,aristas,10000,12
pr299,BL-Tabu,597.659,299,66919,aristas,10000,12
pr439,BL-Tabu,1239.84,439,144168,aristas,10000,12
pr76,BL-Tabu,29.8515,76,147714,aristas,10000,12
rat195,BL-Tabu,271.562,195,3279,aristas,10000,12
rat99,BL-Tabu,69.0918,99,1636,aristas,10000,12
rd100,BL-Tabu,50.4642,100,10476,aristas,10000,12
rd400,BL-Tabu,1030.75,400,21106,aristas,10000,12
si175,BL-Tabu,168.673,175,22993,aristas,10000,12
st70,BL-Tabu,26.7672,70,875,aristas,10000,12
swiss42,BL-Tabu,10.2032,42,1700,aristas,10000,12
ts225,BL-Tabu,340.161,225,188044,aristas,10000,12
tsp225,BL-Tabu,307.031,225,5325,aristas,10000,12
u159,BL-Tabu,157.125,159,54142,aristas,10000,12
ulysses16,BL-Tabu,1.2373,16,8494,aristas,10000,12
ulysses22,BL-Tabu,2.75796,22,8410,aristas,10000,12
gr17,BL-Tabu,1.69853,17,2673,aristas,20000,12
a280,BL-Tabu,487.533,280,3493,aristas,20000,12
att48,BL-Tabu,12.8762,48,13929,aristas,20000,12
bayg29,BL-Tabu,6.58486,29,2206,aristas,20000,12
bays29,BL-Tabu,4.96308,29,2690,aristas,20000,12
berlin52,BL-Tabu,14.2631,52,10550,aristas,20000,12
bier127,BL-Tabu,104.492,127,155599,aristas,20000,12
brazil58,BL-Tabu,20.67,58,30367,aristas,20000,12
brg180,BL-Tabu,241.205,180,120780,aristas,20000,12
burma14,BL-Tabu,1.12184,14,4137,aristas,20000,12
ch130,BL-Tabu,93.7262,130,8280,aristas,20000,12
ch150,BL-Tabu,156.898,150,9320,aristas,20000,12
d198,BL-Tabu,251.299,198,19348,aristas,20000,12
d493,BL-Tabu,1501.83,493,45335,aristas,20000,12
dantzig42,BL-Tabu,10.8843,42,920,aristas,20000,12
eil51,BL-Tabu,14.5324,51,606,aristas,20000,12
eil76,BL-Tabu,33.9042,76,732,aristas,20000,12
fl417,BL-Tabu,1099.86,417,16017,aristas,20000,12
fri26,BL-Tabu,4.6818,26,1137,aristas,20000,12
gil262,BL-Tabu,444.88,262,3266,aristas,20000,12
gr120,BL-Tabu,79.3038,120,9920,aristas,20000,12
gr137,BL-Tabu,119.227,137,94633,aristas,20000,12
gr17,BL-Tabu,2.13519,17,2673,aristas,20000,12
gr202,BL-Tabu,246.676,202,52616,aristas,20000,12
gr21,BL-Tabu,2.90885,21,3747,aristas,20000,12
gr229,BL-Tabu,354.968,229,179391,aristas,20000,12
gr24,BL-Tabu,3.83147,24,1801,aristas,20000,12
gr431,BL-Tabu,1108.0,431,228527,aristas,20000,12
gr48,BL-Tabu,13.089,48,7188,aristas,20000,12
gr96,BL-Tabu,66.0634,96,75251,aristas,20000,12
hk48,BL-Tabu,12.2657,48,14964,aristas,20000,12
kroA100,BL-Tabu,59.4075,100,30517,aristas,20000,12
kroA150,BL-Tabu,125.633,150,38780,aristas,20000,12
kroA200,BL-Tabu,256.257,200,40235,aristas,20000,12
kroB100,BL-Tabu,50.7329,100,28808,aristas,20000,12
kroB150,BL-Tabu,129.252,150,35340,aristas,20000,12
kroB200,BL-Tabu,240.292,200,40616,aristas,20000,12
kroC100,BL-Tabu,68.8913,100,27637,aristas,20000,12
kroD100,BL-Tabu,72.4238,100,28600,aristas,20000,12
kroE100,BL-Tabu,69.3578,100,31068,aristas,20000,12
lin105,BL-Tabu,57.3613,105,22233,aristas,20000,12
lin318,BL-Tabu,686.701,318,60985,aristas,20000,12
linhp318,BL-Tabu,677.19,318,60985,aristas,20000,12
pcb442,BL-Tabu,1255.42,442,71278,aristas,20000,12
pr107,BL-Tabu,63.3369,107,56112,aristas,20000,12
pr124,BL-Tabu,83.9138,124,82762,aristas,20000,12
pr136,BL-Tabu,121.709,136,146990,aristas,20000,12
pr144,BL-Tabu,178.062,144,78643,aristas,20000,12
pr152,BL-Tabu,147.378,152,90293,aristas,20000,12
pr226,BL-Tabu,343.622,226,114969,aristas,20000,12
pr264,BL-Tabu,477.081,264,66474,aristas,20000,12
pr299,BL-Tabu,588.738,299,66919,aristas,20000,12
pr439,BL-Tabu,1308.13,439,144168,aristas,20000,12
pr76,BL-Tabu,28.6083,76,147714,aristas,20000,12
rat195,BL-Tabu,250.286,195,3279,aristas,20000,12
rat99,BL-Tabu,56.9298,99,1636,aristas,20000,12
rd100,BL-Tabu,61.2908,100,10476,aristas,20000,12
rd400,BL-Tabu,992.239,400,21106,aristas,20000,12
si175,BL-Tabu,181.309,175,22993,aristas,20000,12
st70,BL-Tabu,26.3689,70,875,aristas,20000,12
swiss42,BL-Tabu,9.28724,42,1700,aristas,20000,12
ts225,BL-Tabu,328.629,225,188044,aristas,20000,12
tsp225,BL-Tabu,315.798,225,5325,aristas,20000,12
u159,BL-Tabu,144.346,159,54142,aristas,20000,12
ulysses16,BL-Tabu,1.88699,16,8494,aristas,20000,12
ulysses22,BL-Tabu,2.30693,22,8410,aristas,20000,12
gr17,BL-Tabu,1.81153,17,2673,aristas,30000,12
a280,BL-Tabu,444.912,280,3493,aristas,30000,12
att48,BL-Tabu,11.8852,48,13929,aristas,30000,12
bayg29,BL-Tabu,4.7497,29,2206,aristas,30000,12
bays29,BL-Tabu,5.03651,29,2690,aristas,30000,12
berlin52,BL-Tabu,13.9873,52,10550,aristas,30000,12
bier127,BL-Tabu,90.1839,127,155599,aristas,30000,12
brazil58,BL-Tabu,21.1047,58,30367,aristas,30000,12
brg180,BL-Tabu,229.823,180,120780,aristas,30000,12
burma14,BL-Tabu,1.15001,14,4137,aristas,30000,12
ch130,BL-Tabu,105.064,130,8280,aristas,30000,12
ch150,BL-Tabu,157.255,150,9320,aristas,30000,12
d198,BL-Tabu,269.517,198,19348,aristas,30000,12
d493,BL-Tabu,1547.9,493,45335,aristas,30000,12
dantzig42,BL-Tabu,10.2139,42,920,aristas,30000,12
eil51,BL-Tabu,13.2438,51,606,aristas,30000,12
eil76,BL-Tabu,29.9341,76,732,aristas,30000,12
fl417,BL-Tabu,1066.62,417,16017,aristas,30000,12
fri26,BL-Tabu,3.83543,26,1137,aristas,30000,12
gil262,BL-Tabu,420.07,262,3266,aristas,30000,12
gr120,BL-Tabu,66.7322,120,9920,aristas,30000,12
gr137,BL-Tabu,130.503,137,94633,aristas,30000,12
gr17,BL-Tabu,2.18007,17,2673,aristas,30000,12
gr202,BL-Tabu,261.109,202,52616,aristas,30000,12
gr21,BL-Tabu,3.54717,21,3747,aristas,30000,12
gr229,BL-Tabu,352.064,229,179391,aristas,30000,12
gr24,BL-Tabu,3.39857,24,1801,aristas,30000,12
gr431,BL-Tabu,1209.65,431,228527,aristas,30000,12
gr48,BL-Tabu,13.1597,48,7188,aristas,30000,12
gr96,BL-Tabu,45.096,96,75251,aristas,30000,12
hk48,BL-Tabu,12.9452,48,14964,aristas,30000,12
kroA100,BL-Tabu,59.4239,100,30517,aristas,30000,12
kroA150,BL-Tabu,120.757,150,38780,aristas,30000,12
kroA200,BL-Tabu,264.985,200,40235,aristas,30000,12
kroB100,BL-Tabu,61.426,100,28808,aristas,30000,12
kroB150,BL-Tabu,129.723,150,35340,aristas,30000,12
kroB200,BL-Tabu,262.021,200,40616,aristas,30000,12
kroC100,BL-Tabu,79.2412,100,27637,aristas,30000,12
kroD100,BL-Tabu,57.4048,100,28600,aristas,30000,12
kroE100,BL-Tabu,66.3828,100,31068,aristas,30000,12
lin105,BL-Tabu,76.1737,105,22233,aristas,30000,12
lin318,BL-Tabu,686.233,318,60985,aristas,30000,12
linhp318,BL-Tabu,659.313,318,60985,aristas,30000,12
pcb442,BL-Tabu,1312.71,442,71278,aristas,30000,12
pr107,BL-Tabu,62.816,107,56112,aristas,30000,12
pr124,BL-Tabu,86.7181,124,82762,aristas,30000,12
pr136,BL-Tabu,107.891,136,146990,aristas,30000,12
pr144,BL-Tabu,176.973,144,78643,aristas,30000,12
pr152,BL-Tabu,171.339,152,90293,aristas,30000,12
pr226,BL-Tabu,333.133,226,114969,aristas,30000,12
pr264,BL-Tabu,481.668,264,66474,aristas,30000,12
pr299,BL-Tabu,618.492,299,66919,aristas,30000,12
pr439,BL-Tabu,1302.56,439,144168,aristas,30000,12
pr76,BL-Tabu,28.9734,76,147714,aristas,30000,12
rat195,BL-Tabu,275.154,195,3279,aristas,30000,12
rat99,BL-Tabu,56.9745,99,1636,aristas,30000,12
rd100,BL-Tabu,51.9166,100,10476,aristas,30000,12
rd400,BL-Tabu,973.079,400,21106,aristas,30000,12
si175,BL-Tabu,170.242,175,22993,aristas,30000,12
st70,BL-Tabu,25.292,70,875,aristas,30000,12
swiss42,BL-Tabu,10.6669,42,1700,aristas,30000,12
ts225,BL-Tabu,327.173,225,188044,aristas,30000,12
tsp225,BL-Tabu,313.278,225,5325,aristas,30000,12
u159,BL-Tabu,166.986,159,54142,aristas,30000,12
ulysses16,BL-Tabu,1.49599,16,8494,aristas,30000,12
ulysses22,BL-Tabu,3.11686,22,8410,aristas,30000,12
gr17,BL-Tabu,2.11131,17,2673,aristas,40000,12
a280,BL-Tabu,468.271,280,3493,aristas,40000,12
att48,BL-Tabu,13.1708,48,13929,aristas,40000,12
bayg29,BL-Tabu,5.53392,29,2206,aristas,40000,12
bays29,BL-Tabu,4.90026,29,2690,aristas,40000,12
berlin52,BL-Tabu,14.5483,52,10550,aristas,40000,12
bier127,BL-Tabu,89.0065,127,155599,aristas,40000,12
brazil58,BL-Tabu,19.9764,58,30367,aristas,40000,12
brg180,BL-Tabu,230.346,180,120780,aristas,40000,12
burma14,BL-Tabu,0.922597,14,4137,aristas,40000,12
ch130,BL-Tabu,121.707,130,8280,aristas,40000,12
ch150,BL-Tabu,145.158,150,9320,aristas,40000,12
d198,BL-Tabu,256.717,198,19348,aristas,40000,12
d493,BL-Tabu,1542.66,493,45335,aristas,40000,12
dantzig42,BL-Tabu,9.63625,42,920,aristas,40000,12
eil51,BL-Tabu,14.0804,51,606,aristas,40000,12
eil76,BL-Tabu,31.3638,76,732,aristas,40000,12
fl417,BL-Tabu,1155.41,417,16017,aristas,40000,12
fri26,BL-Tabu,4.68863,26,1137,aristas,40000,12
gil262,BL-Tabu,414.043,262,3266,aristas,40000,12
gr120,BL-Tabu,65.9917,120,9920,aristas,40000,12
gr137,BL-Tabu,132.311,137,94633,aristas,40000,12
gr17,BL-Tabu,2.8179,17,2673,aristas,40000,12
gr202,BL-Tabu,268.628,202,52616,aristas,40000,12
gr21,BL-Tabu,3.47012,21,3747,aristas,40000,12
gr229,BL-Tabu,342.924,229,179391,aristas,40000,12
gr24,BL-Tabu,3.86118,24,1801,aristas,40000,12
gr431,BL-Tabu,1199.12,431,228527,aristas,40000,12
gr48,BL-Tabu,12.0823,48,7188,aristas,40000,12
gr96,BL-Tabu,57.2143,96,75251,aristas,40000,12
hk48,BL-Tabu,12.8857,48,14964,aristas,40000,12
kroA100,BL-Tabu,53.2519,100,30517,aristas,40000,12
kroA150,BL-Tabu,135.46,150,38780,aristas,40000,12
kroA200,BL-Tabu,260.605,200,40235,aristas,40000,12
kroB100,BL-Tabu,60.7199,100,28808,aristas,40000,12
kroB150,BL-Tabu,156.725,150,35340,aristas,40000,12
kroB200,BL-Tabu,234.183,200,40616,aristas,40000,12
kroC100,BL-Tabu,67.6994,100,27637,aristas,40000,12
kroD100,BL-Tabu,57.1121,100,28600,aristas,40000,12
kroE100,BL-Tabu,63.0071,100,31068,aristas,40000,12
lin105,BL-Tabu,67.1462,105,22233,aristas,40000,12
lin318,BL-Tabu,716.397,318,60985,aristas,40000,12
linhp318,BL-Tabu,720.728,318,60985,aristas,40000,12
pcb442,BL-Tabu,1344.78,442,71278,aristas,40000,12
pr107,BL-Tabu,51.3494,107,56112,aristas,40000,12
pr124,BL-Tabu,83.1655,124,82762,aristas,40000,12
pr136,BL-Tabu,124.422,136,146990,aristas,40000,12
pr144,BL-Tabu,187.375,144,78643,aristas,40000,12
pr152,BL-Tabu,159.141,152,90293,aristas,40000,12
pr226,BL-Tabu,330.863,226,114969,aristas,40000,12
pr264,BL-Tabu,469.621,264,66474,aristas,40000,12
pr299,BL-Tabu,583.158,299,66919,aristas,40000,12
pr439,BL-Tabu,1259.23,439,144168,aristas,40000,12
pr76,BL-Tabu,29.2547,76,147714,aristas,40000,12
